index	word	Adaptation	Mitigation	Non-climate
13538	marsham	0.29647055	0.15751225	0.54601717
13539	foia	0.2988767	0.16288511	0.53823817
13540	dpa	0.29927328	0.15664268	0.5440841
13541	dissipation	0.31485707	0.16642278	0.5187202
13542	lawyers	0.3066507	0.16717882	0.52617043
13543	phrasing	0.3107192	0.17222919	0.5170516
13544	defensive	0.30917117	0.16983777	0.520991
13545	detracts	0.3090814	0.17259772	0.51832086
13546	minimus	0.29850796	0.16541168	0.5360803
13547	guesswork	0.32595363	0.17601614	0.49803022
13548	respondent	0.31989807	0.1745985	0.5055035
13549	nfib	0.2975172	0.17122547	0.53125733
13550	noticing	0.325631	0.17569588	0.49867308
13551	abetting	0.32466888	0.1758248	0.4995063
13552	convicted	0.317457	0.17158286	0.5109601
13553	cifas	0.3223605	0.16911356	0.5085259
13554	aml	0.30343726	0.16128805	0.5352746
13555	mlros	0.32516348	0.17067663	0.5041599
13556	interrogation	0.32104295	0.1725063	0.50645065
13557	moratorium	0.30753735	0.16987899	0.52258366
13558	extendable	0.31531405	0.17257804	0.5121079
13559	spanish	0.30323863	0.16379221	0.5329691
13560	disseminations	0.31613842	0.17059585	0.51326567
13561	cft	0.3087032	0.16280939	0.52848744
13562	gotten	0.32985288	0.17666875	0.4934783
13563	amlcft	0.28925526	0.156459	0.55428576
13564	upholding	0.3189945	0.16692023	0.5140853
13565	mltf	0.30083093	0.16567166	0.5334974
13566	combatting	0.30748412	0.16968109	0.5228348
13567	viewing	0.30637875	0.16966596	0.5239552
13568	neglected	0.28699625	0.17038576	0.542618
13569	reallocation	0.2872679	0.17043087	0.54230124
13570	answerable	0.31120792	0.17321602	0.515576
13571	instigated	0.320735	0.17627485	0.5029901
13572	amlsf	0.30955684	0.16193372	0.5285094
13573	mlac	0.32310605	0.17550904	0.5013849
13574	supervising	0.30075747	0.1568973	0.54234517
13575	instigate	0.29731688	0.16257401	0.5401091
13576	compel	0.2925208	0.1590445	0.5484347
13577	revoke	0.3110363	0.17009667	0.5188671
13578	breach	0.30838248	0.16419995	0.5274176
13579	sanctioned	0.3279542	0.17663789	0.49540788
13580	naming	0.32334587	0.17827812	0.49837595
13581	shaming	0.32560083	0.17600626	0.49839294
13582	operationally	0.318674	0.1740025	0.50732356
13583	instil	0.31820998	0.17323616	0.50855386
13584	prosecuted	0.3205792	0.17650573	0.502915
13585	harmonise	0.3173917	0.17132245	0.5112858
13586	scalable	0.31733918	0.17072003	0.5119408
13587	declarations	0.32643655	0.17930372	0.49425974
13588	deregister	0.32614246	0.17916182	0.49469578
13589	deregistered	0.32374611	0.17892131	0.49733257
13590	alternate	0.32495445	0.18023036	0.49481514
13591	principals	0.31197202	0.16987047	0.5181575
13592	bulletins	0.29885548	0.16092345	0.54022104
13593	utrecht	0.31379843	0.17650445	0.5096971
13594	clementis	0.31151325	0.17547296	0.51301384
13595	conveyancers	0.31283814	0.17336915	0.5137927
13596	clementi	0.30923802	0.1669529	0.523809
13597	jargon	0.31548268	0.17527196	0.50924534
13598	laden	0.313817	0.17448533	0.5116976
13599	complained	0.31581602	0.17452303	0.50966096
13600	jmlsg	0.3044739	0.16361378	0.5319124
13601	fcas	0.30265725	0.15878211	0.53856057
13602	scourge	0.31864327	0.17368667	0.50767004
13603	treasurys	0.30936736	0.16296987	0.5276628
13604	evading	0.31515253	0.17345828	0.51138926
13605	fin	0.2921467	0.15615582	0.5516975
13606	requisites	0.31872803	0.17127149	0.51000047
13607	appended	0.31561977	0.17445002	0.50993013
13608	supervises	0.30706933	0.16756578	0.5253649
13609	hvds	0.3252989	0.17593673	0.49876437
13610	disguise	0.32486475	0.17197825	0.503157
13611	egregious	0.30711263	0.1712798	0.5216076
13612	dive	0.3258204	0.17799486	0.49618477
13613	samlp	0.3225789	0.17891915	0.49850193
13614	procedural	0.3189899	0.17254204	0.50846803
13615	contends	0.32336125	0.175961	0.5006777
13616	erroneously	0.32305476	0.17583883	0.5011064
13617	organically	0.3141801	0.17369312	0.5121268
13618	swa	0.30767396	0.16388343	0.52844256
13619	ruleslaws	0.30817708	0.16413292	0.52768993
13620	referralsenquiries	0.29816818	0.16387615	0.5379557
13621	nursing	0.29635796	0.15804312	0.5455989
13622	midwifery	0.30396515	0.16233328	0.53370166
13623	lecturers	0.3169516	0.17006615	0.51298225
13624	dementia	0.2850306	0.15306857	0.5619008
13625	compassionate	0.29474476	0.15813246	0.54712284
13626	alzheimers	0.31040508	0.16728628	0.52230865
13627	appreciating	0.32786724	0.17509836	0.49703443
13628	irrelevant	0.32975328	0.1764913	0.49375546
13629	specialty	0.33201754	0.17709738	0.4908851
13630	downs	0.3087031	0.16758114	0.5237158
13631	syndrome	0.31168342	0.16812906	0.5201876
13632	memory	0.28921202	0.15636496	0.554423
13633	vascular	0.31558323	0.17008619	0.5143306
13634	frontotemporal	0.31292	0.16967961	0.5174004
13635	lewy	0.31412613	0.16921878	0.51665515
13636	healthily	0.29886895	0.16178563	0.5393454
13637	respite	0.3174875	0.16802554	0.51448697
13638	seldom	0.31480038	0.16535358	0.519846
13639	diagnostic	0.29863653	0.1616644	0.5396991
13640	linguistically	0.3045716	0.15912394	0.5363044
13641	culturally	0.30554965	0.16024892	0.5342015
13642	shapes	0.31626466	0.16635728	0.5173781
13643	characterises	0.31657392	0.16579752	0.5176285
13644	dignity	0.29927203	0.16084605	0.5398819
13645	compassion	0.2914475	0.15692018	0.55163234
13646	speciality	0.32391346	0.16941416	0.5066724
13647	respecting	0.31092194	0.16455162	0.5245264
13648	treating	0.3078919	0.1656457	0.52646244
13649	communties	0.31177488	0.16575629	0.5224688
13650	diabetes	0.2937875	0.16055812	0.54565436
13651	familycarers	0.2959554	0.16179608	0.54224855
13652	personality	0.31489724	0.17182326	0.5132795
13653	epilepsy	0.32291627	0.1741367	0.5029471
13654	hee	0.30079603	0.16714022	0.5320637
13655	nihr	0.29585862	0.15962704	0.5445144
13656	clahrcs	0.31588438	0.16801347	0.5161022
13657	ica	0.30727184	0.16923524	0.5234929
13658	reassuring	0.30298617	0.16354877	0.5334651
13659	compassionately	0.28993252	0.16162151	0.548446
13660	attorney	0.31220457	0.16474915	0.5230463
13661	celebrating	0.31789172	0.16910172	0.5130066
13662	hallmark	0.32941875	0.17799908	0.49258208
13663	bucket	0.33132413	0.1789152	0.4897606
13664	celebrate	0.3284082	0.17403251	0.49755937
13665	denounce	0.3271132	0.1760898	0.496797
13666	passionate	0.32039198	0.1694477	0.51016027
13667	unaccompanied	0.30859172	0.16776724	0.52364105
13668	uasc	0.2932445	0.16067308	0.5460824
13669	powerfully	0.30973014	0.17029901	0.5199709
13670	formulation	0.3239554	0.17835554	0.49768913
13671	coherently	0.31358546	0.17113481	0.5152797
13672	marker	0.31167218	0.17204185	0.516286
13673	radicalisation	0.32395092	0.17529175	0.5007573
13674	sexual	0.29948106	0.16436428	0.5361546
13675	gang	0.3103653	0.17017648	0.5194583
13676	spenders	0.3228966	0.17551519	0.5015882
13677	trafford	0.30883008	0.16808125	0.52308863
13678	permeates	0.31549647	0.17497618	0.5095274
13679	gangs	0.29773283	0.16771711	0.53455
13680	martin	0.30246955	0.16365403	0.5338764
13681	nareys	0.30771148	0.16562039	0.52666813
13682	narey	0.30719244	0.16614585	0.52666175
13683	remand	0.33253583	0.17756417	0.48990002
13684	sen	0.3156737	0.17250387	0.51182246
13685	sdq	0.3270907	0.17693461	0.49597466
13686	educations	0.3147438	0.1698509	0.51540536
13687	percent	0.3077637	0.15636085	0.5358755
13688	spoke	0.30183136	0.1615905	0.5365781
13689	kensington	0.3235476	0.17361364	0.5028388
13690	chelsea	0.32736543	0.17370121	0.49893335
13691	tenacious	0.3237463	0.17525707	0.50099665
13692	suddenly	0.32098672	0.17138341	0.5076299
13693	rushed	0.31753874	0.16922095	0.5132404
13694	scared	0.3052308	0.1729785	0.5217906
13695	navigating	0.31462032	0.16403887	0.52134085
13696	twenties	0.3125629	0.16622815	0.5212089
13697	riddell	0.32694575	0.17794204	0.49511215
13698	friend	0.3279814	0.1758513	0.4961672
13699	passionately	0.33355787	0.17916961	0.4872726
13700	ordinators	0.30942026	0.17318603	0.51739365
13701	traffords	0.31806853	0.1730679	0.50886357
13702	creatively	0.3133391	0.16757992	0.519081
13703	kingston	0.315165	0.17230153	0.5125335
13704	richmond	0.3169262	0.17372796	0.5093459
13705	sibs	0.2969388	0.15897095	0.54409033
13706	predefined	0.3172593	0.15964988	0.5230908
13707	expressions	0.33045453	0.17606632	0.4934791
13708	sib	0.32785964	0.17402963	0.49811065
13709	martins	0.31569266	0.1685189	0.51578844
13710	operative	0.30184934	0.1662074	0.5319432
13711	pride	0.31251115	0.16496445	0.5225245
13712	belongings	0.3030585	0.15849422	0.53844726
13713	realities	0.30533203	0.16853228	0.5261357
13714	budgeting	0.29697087	0.16084616	0.542183
13715	pregnant	0.31919637	0.17088366	0.50991994
13716	pause	0.32184672	0.17379493	0.5043583
13717	pregnancies	0.32841063	0.17666505	0.4949244
13718	feelings	0.32576996	0.17914458	0.4950854
13719	marriott	0.3055621	0.16757369	0.5268642
13720	carework	0.30592722	0.166858	0.5272148
13721	lets	0.32443887	0.17250039	0.50306076
13722	itif	0.3271208	0.17367566	0.4992036
13723	stuff	0.3246454	0.17559876	0.49975586
13724	stereotype	0.32118228	0.16959898	0.50921875
13725	lwi	0.31486726	0.16503315	0.52009964
13726	supportuniversal	0.32940975	0.179017	0.4915733
13727	roots	0.3285601	0.17684284	0.49459696
13728	essentials	0.3054514	0.16782393	0.52672464
13729	dfa	0.32392797	0.17100619	0.5050658
13730	barnet	0.30886185	0.16942802	0.52171016
13731	graduating	0.32915208	0.17365336	0.49719462
13732	patricia	0.3157183	0.16873528	0.5155464
13733	calm	0.32735914	0.17472115	0.4979198
13734	sam	0.32115534	0.1687431	0.51010156
13735	commendable	0.32439026	0.17418988	0.5014198
13736	reminding	0.32430127	0.17402354	0.5016751
13737	yef	0.32459387	0.16955079	0.5058553
13738	nowhere	0.32267964	0.17427261	0.5030477
13739	breakfast	0.3109389	0.17130698	0.51775414
13740	housed	0.31727195	0.167224	0.515504
13741	lodgings	0.32082194	0.16899951	0.51017857
13742	foyers	0.31909367	0.16922519	0.5116811
13743	hostels	0.31817332	0.16770796	0.5141187
13744	barnardos	0.31396988	0.17199098	0.51403916
13745	basils	0.31414774	0.17457876	0.5112735
13746	sexually	0.3216549	0.17013972	0.5082055
13747	abusing	0.3182978	0.17014018	0.511562
13748	groomed	0.3155606	0.17533119	0.50910825
13749	coerced	0.31236348	0.17649801	0.5111385
13750	knife	0.31516218	0.17361341	0.51122445
13751	guarding	0.31412995	0.17537488	0.5104951
13752	abuseexploitation	0.32337758	0.17528918	0.50133324
13753	perpetrators	0.31685373	0.17184515	0.51130116
13754	whistle	0.31027576	0.16703378	0.5226904
13755	nspcc	0.3133446	0.16681573	0.5198397
13756	laming	0.3280011	0.17684482	0.4951541
13757	lamings	0.3278366	0.1764883	0.49567503
13758	charlie	0.31414917	0.17014089	0.51571
13759	offend	0.3185043	0.17126228	0.51023334
13760	rehabilitated	0.319488	0.17147118	0.50904083
13761	remanded	0.31620383	0.17169446	0.5121017
13762	sentenced	0.31312153	0.16990225	0.51697624
13763	noms	0.3036306	0.1667712	0.52959824
13764	teresa	0.30899328	0.17130178	0.51970494
13765	clarke	0.3103726	0.17007157	0.5195558
13766	swinfen	0.309448	0.17103642	0.5195156
13767	custodial	0.30519322	0.16529039	0.5295164
13768	sentencing	0.32420596	0.17808077	0.49771336
13769	syria	0.31595367	0.1706068	0.5134395
13770	refugee	0.3114498	0.1672382	0.52131194
13771	resume	0.31823808	0.17017512	0.5115868
13772	subsistence	0.32358024	0.17514105	0.50127876
13773	camhs	0.3050613	0.16472523	0.5302135
13774	lonely	0.3217563	0.17475611	0.5034876
13775	suicidal	0.31900236	0.17352244	0.5074752
13776	adolescent	0.31250408	0.17293507	0.5145608
13777	ltps	0.31845787	0.17240807	0.50913405
13778	reconfiguring	0.3255805	0.17765704	0.4967625
13779	psychiatric	0.32528383	0.17838469	0.4963315
13780	cqc	0.3075896	0.16944616	0.52296424
13781	inspecting	0.30197397	0.16401921	0.5340068
13782	inspectorates	0.30063087	0.15920827	0.54016083
13783	hcp	0.31720582	0.17114013	0.511654
13784	teenage	0.3042421	0.1726272	0.52313066
13785	fnp	0.30516815	0.17175102	0.5230808
13786	heres	0.31911674	0.16424711	0.51663613
13787	tenner	0.31890208	0.16432877	0.5167692
13788	junior	0.30237985	0.15486503	0.5427551
13789	isas	0.3132613	0.15862584	0.5281128
13790	jisas	0.30399352	0.15480314	0.5412033
13791	furnish	0.32063583	0.17636327	0.50300086
13792	wwc	0.31226525	0.16169639	0.52603835
13793	pips	0.32208082	0.17079973	0.5071194
13794	diagnose	0.29934445	0.15375723	0.5468983
13795	occ	0.31427038	0.17081158	0.514918
13796	sjcc	0.30901772	0.1602467	0.5307357
13797	everyones	0.32248858	0.16642176	0.5110896
13798	themselves	0.32324803	0.16917604	0.5075759
13799	seventh	0.30291778	0.16631047	0.53077173
13800	teu	0.3017982	0.16714148	0.53106034
13801	tfeu	0.2950685	0.15819688	0.5467346
13802	jha	0.29891527	0.15968215	0.5414025
13803	schengen	0.30889407	0.16377315	0.52733284
13804	acquis	0.318305	0.17354028	0.50815475
13805	wms	0.31092346	0.16493052	0.524146
13806	honour	0.32077	0.16861734	0.5106127
13807	oral	0.3216879	0.16930233	0.5090098
13808	amendable	0.32352394	0.16848284	0.5079933
13809	lidington	0.3108581	0.16394071	0.5252012
13810	hungary	0.30500668	0.16261758	0.5323758
13811	acceding	0.3153052	0.16153239	0.5231624
13812	criminalise	0.32500082	0.17371947	0.5012797
13813	criminalisation	0.3157896	0.16783832	0.5163721
13814	criminalising	0.31066945	0.15922615	0.5301044
13815	ecris	0.31066212	0.16430087	0.525037
13816	fingerprints	0.30939198	0.16531844	0.5252896
13817	offended	0.3261352	0.17588283	0.49798197
13818	dublin	0.30593464	0.16317977	0.53088564
13819	euaa	0.31824228	0.17040293	0.51135474
13820	resettlement	0.2949406	0.15497534	0.550084
13821	sovereign	0.30943558	0.16002952	0.5305349
13822	eurodac	0.30769858	0.16329886	0.5290026
13823	illegally	0.30595568	0.1593877	0.53465664
13824	stateless	0.30340192	0.16333981	0.53325826
13825	fingerprint	0.31881955	0.17141959	0.5097609
13826	facial	0.3216017	0.17086513	0.50753313
13827	biographical	0.32063586	0.17381893	0.50554514
13828	interfered	0.3314679	0.17691715	0.49161497
13829	endanger	0.32697123	0.1771626	0.49586606
13830	iia	0.3116851	0.16855153	0.5197634
13831	judgments	0.30386806	0.16144852	0.53468347
13832	matrimonial	0.31432903	0.16903433	0.5166366
13833	inoperable	0.3239676	0.17358676	0.5024457
13834	unanimity	0.31056836	0.15603343	0.53339815
13835	authorising	0.2967659	0.15825896	0.54497516
13836	1930	0.31715006	0.16789532	0.5149546
13837	judicial	0.29511812	0.15824972	0.54663223
13838	authorise	0.307245	0.16192809	0.530827
13839	ilo	0.326171	0.17740642	0.49642262
13840	austria	0.31116834	0.16565311	0.5231786
13841	poland	0.31245223	0.16424851	0.5232992
13842	accede	0.3003014	0.15719472	0.54250395
13843	budapest	0.30794194	0.16615596	0.5259021
13844	carriage	0.29636815	0.16077167	0.5428602
13845	cmni	0.3119864	0.16694815	0.5210655
13846	recital	0.30898485	0.16397335	0.52704173
13847	lisbon	0.32201663	0.17153828	0.50644505
13848	latvian	0.33237246	0.17963967	0.48798788
13849	presidency	0.32505685	0.17397632	0.50096685
13850	eew	0.3243526	0.17469323	0.5009541
13851	assert	0.31351897	0.16543233	0.5210487
13852	repealed	0.3313808	0.17890978	0.48970944
13853	lisbonisation	0.33065337	0.17903778	0.49030873
13854	eio	0.3295321	0.17887412	0.49159375
13855	thereon	0.30525786	0.16809513	0.526647
13856	therefrom	0.30626827	0.16715103	0.52658075
13857	unsuccessful	0.32059592	0.17695068	0.5024534
13858	citation	0.3203712	0.1743398	0.50528896
13859	assertion	0.31079495	0.1643091	0.5248959
13860	manipulation	0.30618796	0.16733602	0.5264761
13861	derogation	0.33175868	0.17901777	0.48922357
13862	extraterritorial	0.32511514	0.17653021	0.49835467
13863	declare	0.33122218	0.17602655	0.49275118
13864	reserving	0.33008	0.17741235	0.4925077
13865	derogate	0.33073336	0.17815377	0.49111283
13866	incidental	0.30482468	0.16466127	0.53051406
13867	hague	0.2994714	0.15858684	0.5419417
13868	croatias	0.31935084	0.17335275	0.5072964
13869	accession	0.29562986	0.15621425	0.54815584
13870	san	0.30575538	0.16320483	0.5310398
13871	marino	0.30856872	0.16297494	0.5284564
13872	croatia	0.30505747	0.159971	0.5349716
13873	atomic	0.30771717	0.16183935	0.5304435
13874	kosovo	0.3066732	0.16252378	0.530803
13875	wto	0.29570833	0.1559135	0.54837817
13876	gats	0.30227575	0.15978669	0.5379375
13877	readmissions	0.31367916	0.16642462	0.51989615
13878	readmission	0.29653364	0.15886484	0.5446015
13879	saa	0.30912128	0.16463038	0.5262484
13880	subparagraph	0.29541415	0.15552552	0.54906034
13881	pnr	0.3110446	0.16192141	0.527034
13882	mandates	0.33035323	0.17997715	0.48966965
13883	mexican	0.3163734	0.16476892	0.51885766
13884	carriers	0.33332753	0.17925659	0.48741585
13885	conflicted	0.32888126	0.17865337	0.49246526
13886	shortened	0.32138026	0.1630744	0.51554537
13887	epca	0.30270267	0.16060273	0.5366946
13888	kazakhstan	0.30033818	0.1593935	0.5402683
13889	peace	0.30152416	0.16063564	0.53784025
13890	cets	0.30635568	0.16060464	0.5330396
13891	unscr	0.32183746	0.16848247	0.5096801
13892	fighters	0.317104	0.16537847	0.5175175
13893	unanimously	0.32152835	0.16882695	0.5096447
13894	noxious	0.2992318	0.16153407	0.5392341
13895	annexed	0.31635126	0.16363223	0.5200165
13896	hns	0.31311107	0.16601372	0.52087516
13897	visas	0.303337	0.15854605	0.53811693
13898	ufv	0.31509942	0.15963127	0.5252693
13899	swiss	0.32445768	0.1715271	0.50401527
13900	principality	0.32185486	0.17021576	0.5079293
13901	liechtenstein	0.31887028	0.16739438	0.51373535
13902	modalities	0.3258378	0.17064758	0.50351465
13903	switzerland	0.32650307	0.17476398	0.49873298
13904	kingdoms	0.3215523	0.16818427	0.51026344
13905	foreseen	0.32610628	0.17309593	0.50079775
13906	lodged	0.30140468	0.16085333	0.537742
13907	discriminatory	0.32365146	0.17013524	0.50621325
13908	wtos	0.31968492	0.1599366	0.5203785
13909	refugees	0.30320457	0.16129766	0.5354978
13910	unhcr	0.3058757	0.15875591	0.5353684
13911	observer	0.3097024	0.16231564	0.52798194
13912	qmv	0.3122801	0.16982754	0.51789236
13913	liberia	0.30276352	0.15622303	0.5410134
13914	ldc	0.29824796	0.15806994	0.54368204
13915	2074	0.30162218	0.16045167	0.5379262
13916	notifications	0.319294	0.16870254	0.5120034
13917	ldcs	0.31363735	0.16416308	0.5221995
13918	waiver	0.29941174	0.16027075	0.54031754
13919	hashemite	0.3069768	0.15847243	0.5345507
13920	jordan	0.30337077	0.15946518	0.53716403
13921	hereafter	0.31537506	0.16593298	0.518692
13922	euras	0.31089032	0.16517788	0.5239318
13923	reciprocal	0.31448808	0.16797486	0.51753706
13924	securitisation	0.30565575	0.1607058	0.5336384
