index	word	Adaptation	Mitigation	Non-climate
8693	monthly	0.31532794	0.22946201	0.45521006
8694	dayweekmonthbilling	0.33106726	0.22602826	0.44290447
8695	extract	0.31616965	0.22707435	0.45675606
8696	unheated	0.32666063	0.22983295	0.44350642
8697	outbuilding	0.32672724	0.23004399	0.44322872
8698	condensationmould	0.32672638	0.23126297	0.44201064
8699	enclosed	0.32565245	0.23717546	0.4371721
8700	entrance	0.32687345	0.23014827	0.44297832
8701	appliance	0.32707208	0.23223399	0.44069389
8702	appliancesfittings	0.33207965	0.21546574	0.4524546
8703	washer	0.33155072	0.22437066	0.44407862
8704	dryers	0.32533166	0.23370609	0.44096228
8705	tumble	0.3268159	0.22718437	0.44599977
8706	refrigeration	0.32017753	0.23361035	0.44621214
8707	laundry	0.3367239	0.21029498	0.45298117
8708	dishwashers	0.3362551	0.20888487	0.45486003
8709	ovens	0.33493775	0.20706646	0.4579958
8710	packaging	0.31609014	0.23311423	0.45079568
8711	unnecessarily	0.29084593	0.18712509	0.5220289
8712	unoccupied	0.33243033	0.2267499	0.44081983
8713	pir	0.28865835	0.15765105	0.5536906
8714	dusk	0.33618224	0.22570963	0.4381081
8715	dawn	0.31065002	0.20613314	0.4832168
8716	switches	0.3265735	0.2361987	0.43722776
8717	lamp	0.33284625	0.22873072	0.438423
8718	reflector	0.33559045	0.21516737	0.4492422
8719	diffuser	0.33398426	0.21748777	0.448528
8720	lamps	0.33113006	0.23277156	0.43609843
8721	luminous	0.33385426	0.22337542	0.44277027
8722	lumens	0.33530897	0.22511639	0.4395746
8723	circuit	0.33788344	0.22388454	0.438232
8724	watt	0.33553374	0.22441916	0.44004706
8725	tubular	0.33704147	0.21068165	0.4522769
8726	fluorescent	0.32776773	0.22152425	0.45070806
8727	compact	0.30545783	0.17217852	0.5223636
8728	gls	0.3373951	0.21104224	0.45156264
8729	tungsten	0.33809906	0.21827792	0.44362304
8730	bayonet	0.33723333	0.21659647	0.44617024
8731	edison	0.33649346	0.21857908	0.44492745
8732	screw	0.33509982	0.21821706	0.4466831
8733	bases	0.30152953	0.1591656	0.53930485
8734	illuminance	0.32835668	0.23442839	0.437215
8735	plugs	0.30748826	0.19123164	0.5012801
8736	fixture	0.3383441	0.20863713	0.45301875
8737	cfls	0.3383279	0.20807837	0.45359373
8738	cfl	0.3397196	0.21163976	0.4486406
8739	wattage	0.33081654	0.22339314	0.44579023
8740	intruder	0.33145937	0.21421099	0.45432964
8741	illuminate	0.33422205	0.22478177	0.44099623
8742	outbuildings	0.3259657	0.23390538	0.44012892
8743	garages	0.32689798	0.23228782	0.4408142
8744	patios	0.33371657	0.20991042	0.45637298
8745	decks	0.3329937	0.21059382	0.4564125
8746	porches	0.33080038	0.21008742	0.4591122
8747	verandas	0.29091752	0.1578054	0.5512771
8748	stairwells	0.3267265	0.2341297	0.43914384
8749	named	0.30126774	0.18849447	0.51023775
8750	porch	0.3244772	0.22138998	0.45413288
8751	stepspathways	0.32761103	0.22108585	0.45130315
8752	patio	0.33165383	0.22355807	0.44478807
8753	garden	0.326236	0.23939604	0.43436792
8754	carports	0.3276674	0.22047697	0.4518556
8755	entrances	0.33133912	0.23509417	0.43356675
8756	redeveloped	0.33295986	0.21873753	0.44830263
8757	consumes	0.32950357	0.22308725	0.4474092
8758	leds	0.3288806	0.22663583	0.44448358
8759	cat	0.32055897	0.23512194	0.4443191
8760	instantaneous	0.33091748	0.22442392	0.4446586
8761	ancillary	0.3321632	0.22746414	0.44037262
8762	chpqa	0.33139917	0.22138235	0.44721845
8763	mcs	0.29591963	0.20356758	0.5005128
8764	certifies	0.30667815	0.16983072	0.5234912
8765	truncated	0.33396238	0.21417414	0.45186353
8766	integer	0.3352824	0.21384929	0.45086828
8767	bicycles	0.32730013	0.21673101	0.45596892
8768	hanging	0.30508396	0.19431934	0.5005967
8769	shed	0.28597683	0.19703916	0.516984
8770	terraced	0.3384177	0.22622636	0.4353559
8771	awarding	0.3089669	0.22231112	0.46872196
8772	mortice	0.33200088	0.22098885	0.4470103
8773	deadlock	0.33316222	0.2096995	0.45713827
8774	sash	0.3306762	0.21338183	0.45594195
8775	conforms	0.31671092	0.2357633	0.44752574
8776	doorframe	0.33518973	0.21208513	0.4527251
8777	padlock	0.33150712	0.21332557	0.45516726
8778	hasp	0.33378485	0.21278882	0.45342636
8779	staple	0.3312197	0.21231475	0.45646554
8780	bolted	0.33226535	0.21280947	0.45492512
8781	doorset	0.33566454	0.20644033	0.45789504
8782	anchor	0.33305013	0.2328617	0.43408817
8783	certificated	0.3349255	0.20838793	0.45668653
8784	galvanised	0.3378836	0.22005153	0.44206488
8785	bar	0.3124466	0.21159737	0.47595608
8786	thickness	0.33798948	0.22207728	0.43993327
8787	welded	0.34037188	0.21933997	0.44028807
8788	folding	0.33342338	0.21929157	0.44728503
8789	commute	0.32309633	0.22832206	0.44858158
8790	broadband	0.28658321	0.15360865	0.55980814
8791	openable	0.33765587	0.21952897	0.4428152
8792	casement	0.3395851	0.21364464	0.44677025
8793	plane	0.33288282	0.2363939	0.43072328
8794	simultaneous	0.31592387	0.20085602	0.4832201
8795	horizontal	0.28351077	0.1664304	0.5500589
8796	unobstructed	0.29693186	0.1832503	0.5198178
8797	cie	0.33251515	0.21709882	0.45038602
8798	overcast	0.33232132	0.21977201	0.44790664
8799	equation	0.33160076	0.20626071	0.46213856
8800	angle	0.3311883	0.22329748	0.44551423
8801	caution	0.29544967	0.16879365	0.53575665
8802	desk	0.33890805	0.22274384	0.43834814
8803	filing	0.33216953	0.2115593	0.4562712
8804	bookshelf	0.3396274	0.2109605	0.4494121
8805	arrangement	0.2919809	0.1567877	0.55123144
8806	alcove	0.3395553	0.21168649	0.44875824
8807	bedrooms	0.32922015	0.22879173	0.4419881
8808	studio	0.30896166	0.17865916	0.51237917
8809	dining	0.3355569	0.23191969	0.4325234
8810	bedroom	0.32338086	0.23335579	0.44326335
8811	furnishing	0.33398986	0.22397053	0.44203958
8812	potable	0.31908855	0.23777233	0.4431391
8813	borehole	0.31598967	0.24277967	0.44123062
8814	calculator	0.32518113	0.23676707	0.43805176
8815	greywater	0.32142654	0.23196486	0.44660863
8816	inlet	0.32367635	0.23738456	0.4389391
8817	valves	0.32150578	0.23316012	0.44533405
8818	cistern	0.32107642	0.23165058	0.44727302
8819	emptied	0.29399168	0.20704882	0.4989595
8820	restrictors	0.32671475	0.21775107	0.45553422
8821	holes	0.28516778	0.18852131	0.5263109
8822	filters	0.3279363	0.2137547	0.45830902
8823	outlet	0.32685083	0.2144477	0.4587015
8824	console	0.32545966	0.21439038	0.46015
8825	shower	0.32349384	0.22702615	0.44948003
8826	bath	0.2886049	0.20566128	0.50573385
8827	wcs	0.3276832	0.223357	0.4489598
8828	washing	0.3266165	0.2178652	0.4555184
8829	machines	0.29247713	0.19602498	0.51149786
8830	softeners	0.32268515	0.22104175	0.45627308
8831	resin	0.32194465	0.2362945	0.44176087
8832	hardness	0.32186037	0.22338176	0.4547579
8833	geographically	0.2904068	0.20535997	0.5042333
8834	softener	0.3214828	0.22127153	0.45724562
8835	flush	0.3333559	0.22055452	0.44608957
8836	cisterns	0.33162758	0.21206753	0.4563049
8837	liquids	0.33423713	0.20968719	0.45607573
8838	solids	0.33668172	0.20188881	0.46142948
8839	pans	0.33652622	0.2044495	0.45902428
8840	suites	0.33755434	0.20188248	0.4605631
8841	wat	0.32650617	0.22685222	0.4466416
8842	tubs	0.33012855	0.21477352	0.4550979
8843	pools	0.32240456	0.2229077	0.4546877
8844	microbial	0.31854907	0.2256745	0.45577642
8845	legionella	0.3173578	0.22683012	0.45581204
8846	acop	0.32089436	0.22333308	0.4557726
8847	interval	0.321067	0.22030798	0.45862505
8848	tub	0.3247609	0.21617317	0.45906597
8849	heater	0.32492113	0.21882814	0.4562507
8850	specifiedintended	0.32692894	0.21867119	0.4543999
8851	trigger	0.3259523	0.23245145	0.44159624
8852	compatible	0.3111455	0.22597516	0.46287942
8853	tenancy	0.30674767	0.20432954	0.48892286
8854	fixtures	0.30676207	0.18570358	0.5075343
8855	retrofitted	0.32519865	0.22479713	0.45000422
8856	externalinternal	0.3326555	0.20956747	0.457777
8857	irrigationuse	0.32992837	0.2086894	0.4613822
8858	buried	0.33590144	0.2173827	0.4467159
8859	container	0.3269194	0.23412739	0.43895325
8860	durable	0.3367874	0.21782498	0.4453876
8861	opaque	0.33060014	0.22383982	0.44556004
8862	butt	0.32522535	0.2152847	0.4594899
8863	litrem	0.3291137	0.21542309	0.4554633
8864	ecologist	0.32388848	0.24297993	0.4331316
8865	halved	0.30539286	0.18492636	0.50968075
8866	mat	0.3216041	0.23556314	0.4428328
8867	envelope	0.32241032	0.23578633	0.4418033
8868	superstructure	0.32466576	0.22071967	0.45461458
8869	percentages	0.3264996	0.23401035	0.43949
8870	envelopes	0.32536867	0.2216709	0.45296043
8871	instant	0.30491382	0.15700795	0.53807825
8872	specifiers	0.31623423	0.22464086	0.45912486
8873	elemental	0.318591	0.22320122	0.4582078
8874	unusual	0.3060835	0.21897155	0.47494495
8875	expanse	0.33419782	0.20841983	0.45738235
8876	conservatories	0.333904	0.21729013	0.44880593
8877	rooflights	0.3365642	0.20641567	0.45702013
8878	restaurant	0.31047422	0.18741246	0.50211334
8879	paperwork	0.31475553	0.21490797	0.47033653
8880	dragon	0.30782324	0.22352566	0.46865115
8881	safon	0.32301065	0.220633	0.4563563
8882	amgylcheddol	0.32249188	0.22073993	0.45676818
8883	ddraig	0.32326892	0.2215717	0.45515943
8884	werdd	0.3245328	0.21923886	0.45622832
8885	cites	0.28651524	0.21377435	0.49971038
8886	appendices	0.3219948	0.22536473	0.45264044
8887	fixings	0.29507527	0.17465518	0.53026956
8888	adhesives	0.33170572	0.21708424	0.45120996
8889	exclusions	0.32969064	0.21663083	0.4536785
8890	bes	0.32750607	0.23410143	0.43839255
8891	chronological	0.32668465	0.21450739	0.45880798
8892	evidencepath	0.33057177	0.2067922	0.46263596
8893	finished	0.32708707	0.23315844	0.4397545
8894	sawmill	0.33280432	0.20462346	0.4625722
8895	custody	0.28985053	0.16357252	0.546577
8896	audited	0.3335744	0.20511205	0.46131352
8897	macroscopic	0.33674818	0.20706877	0.45618302
8898	composites	0.2921037	0.16726975	0.5406265
8899	grp	0.33109024	0.22270119	0.44620854
8900	polymeric	0.32889867	0.22893958	0.44216177
8901	render	0.3262069	0.21957019	0.45422292
8902	chipboardparticle	0.32057512	0.22781286	0.451612
8903	mdf	0.33141103	0.22114477	0.4474442
8904	osb	0.33587608	0.20788553	0.4562384
8905	plywood	0.32315817	0.23172799	0.44511387
8906	hardboard	0.33588263	0.20645267	0.45766467
8907	laminated	0.32747862	0.22276612	0.44975534
8908	veneered	0.32697374	0.22343445	0.44959182
8909	lumber	0.32703507	0.2233892	0.4495758
8910	glulam	0.32879776	0.22372423	0.44747806
8911	bonded	0.3225845	0.22756907	0.44984645
8912	particle	0.3231459	0.22962677	0.44722727
8913	studwork	0.3296759	0.21186362	0.45846048
8914	plasterboard	0.33011076	0.2127337	0.45715556
8915	partition	0.33111688	0.21507077	0.45381236
8916	joists	0.3306918	0.20971964	0.45958856
8917	cpet	0.32842326	0.20675218	0.46482456
8918	originate	0.3236181	0.21642047	0.45996147
8919	tiers	0.28496665	0.17685124	0.53818214
8920	reutilisation	0.3275448	0.21503407	0.45742115
8921	rework	0.32521853	0.21419829	0.46058312
8922	regrind	0.32745796	0.21462566	0.45791644
8923	scrap	0.32227126	0.2101563	0.4675724
8924	reclaimed	0.32880148	0.2143313	0.4568672
8925	thumb	0.3331686	0.21313184	0.4536996
8926	graded	0.30213714	0.18778363	0.5100792
8927	rigour	0.30670393	0.18317668	0.51011944
8928	screws	0.3264998	0.21463701	0.4588633
8929	matches	0.30477744	0.21762572	0.47759682
8930	flag	0.3269404	0.2247266	0.44833305
8931	error	0.29493997	0.18900497	0.51605505
8932	fsc	0.33510408	0.21316175	0.4517342
8933	csa	0.33605212	0.21290413	0.45104378
8934	sfi	0.33396608	0.21405897	0.45197496
8935	coc	0.33057627	0.2243177	0.44510597
8936	pefc	0.3307929	0.22455345	0.44465363
8937	reused	0.33505976	0.21960312	0.44533718
8938	precast	0.3265605	0.23003912	0.44340035
8939	limestone	0.33302453	0.20285329	0.46412212
8940	complying	0.2842353	0.1960961	0.5196686
8941	malaysian	0.3297168	0.21055844	0.4597248
8942	mtcs	0.33128098	0.20728974	0.46142927
8943	mtcc	0.3271047	0.21660951	0.45628583
8944	endorsement	0.31885827	0.2026751	0.47846657
8945	certifications	0.32379374	0.2223599	0.45384634
8946	mci	0.3289014	0.2070476	0.46405104
8947	thereof	0.33124983	0.20963147	0.4591187
8948	glass	0.29565522	0.20871796	0.49562684
8949	cladding	0.32573062	0.22731908	0.44695035
8950	flooring	0.30544645	0.1918346	0.502719
8951	cementitious	0.3286906	0.21709196	0.4542174
8952	rubbers	0.32870978	0.22576953	0.4455206
8953	renders	0.3286195	0.2240188	0.4473617
8954	epdm	0.32887098	0.22132882	0.4498002
8955	tpo	0.32848343	0.22176526	0.4497513
8956	pvc	0.3269818	0.22229593	0.45072234
8957	vet	0.32618442	0.22279862	0.45101693
8958	membranes	0.2908561	0.17593439	0.5332095
8959	metals	0.2780384	0.2014403	0.5205213
8960	aluminium	0.32186407	0.22778518	0.4503507
8961	strand	0.2949752	0.20233351	0.50269127
8962	sourcessuppliers	0.33192953	0.22354965	0.4445208
8963	programmed	0.3319932	0.2107749	0.45723185
8964	blockage	0.32717896	0.22819045	0.4446306
8965	materially	0.28978303	0.19860306	0.51161397
8966	tan	0.32140878	0.22401276	0.45457846
8967	supplements	0.29126644	0.18542568	0.52330786
8968	criterion	0.3238603	0.23937467	0.43676504
8969	qbar	0.33292633	0.21282962	0.45424408
8970	lsha	0.33460018	0.2122078	0.45319203
8971	whichever	0.3309007	0.2240886	0.44501078
8972	stipulate	0.3314997	0.21513174	0.45336857
8973	stringent	0.32183895	0.23232393	0.4458371
8974	precedence	0.30923277	0.20094068	0.48982656
8975	permeability	0.32584393	0.23082563	0.44333044
8976	hierarchical	0.32803056	0.22375855	0.44821092
8977	ponding	0.32756305	0.22121434	0.4512226
8978	eadefra	0.31702006	0.2231841	0.4597959
8979	dams	0.32561198	0.22377628	0.45061174
8980	weirorifice	0.32371533	0.22533171	0.45095292
8981	throttles	0.32496378	0.22503386	0.45000228
8982	vortex	0.32624605	0.22363071	0.45012328
8983	malfunction	0.32309312	0.22668171	0.4502251
8984	purely	0.2851855	0.16587627	0.5489383
8985	pervious	0.3237629	0.22285762	0.4533795
8986	strips	0.3275979	0.21032716	0.46207494
8987	conveyance	0.32320333	0.2244292	0.45236745
8988	originating	0.32657406	0.22396822	0.44945773
8989	msec	0.33015054	0.22676326	0.44308624
8990	uniformly	0.30334866	0.2097881	0.48686326
8991	estimation	0.3117341	0.23632528	0.45194066
8992	watercourse	0.32735738	0.22095056	0.45169216
8993	estimations	0.32047173	0.23064436	0.44888392
8994	permeableslightly	0.32568493	0.23228067	0.4420344
8995	drain	0.28362033	0.2103862	0.5059934
8996	underlain	0.31647062	0.228619	0.4549103
8997	sequence	0.30699918	0.23282684	0.46017396
8998	fashion	0.2867705	0.17163043	0.5415991
8999	restrain	0.30638543	0.22049734	0.47311723
9000	mans	0.3096844	0.22054884	0.46976677
9001	seawater	0.32230204	0.22721565	0.45048234
9002	measurably	0.32081282	0.2268533	0.45233384
9003	diluted	0.3220497	0.2283138	0.4496365
9004	elapsed	0.31032348	0.2072165	0.48246005
9005	pps	0.3134401	0.24738021	0.4391797
9006	greenfield	0.3289118	0.2284306	0.44265756
9007	marshall	0.32883212	0.22269557	0.4484724
9008	bayliss	0.33015534	0.22579308	0.44405165
9009	feh	0.33220547	0.22057854	0.44721597
9010	surcharge	0.33511668	0.21682224	0.44806105
9011	watercoursesewers	0.33233702	0.19932953	0.4683335
9012	dykes	0.337396	0.20018075	0.46242326
9013	sluices	0.33529848	0.19856492	0.46613657
9014	passages	0.3366887	0.1993446	0.46396676
9015	subdivided	0.3277685	0.21101889	0.46121266
9016	topographical	0.329023	0.20969418	0.46128288
9017	overland	0.31883657	0.22969058	0.45147288
9018	routeing	0.3223801	0.22326972	0.4543502
9019	unreasonably	0.32024893	0.22778907	0.45196205
9020	inconvenience	0.31868708	0.2217685	0.4595445
9021	depths	0.32857555	0.21693203	0.4544925
9022	reputable	0.33438054	0.22310115	0.4425183
9023	hydrograph	0.33152965	0.2251141	0.44335622
9024	stormwater	0.3272378	0.21901023	0.453752
9025	exceedance	0.3266094	0.21665962	0.456731
9026	proportioning	0.32682976	0.22080159	0.45236868
9027	lined	0.30449757	0.21108103	0.48442134
9028	membrane	0.3166091	0.21531951	0.46807146
9029	remediate	0.31361297	0.21589234	0.47049463
9030	remediation	0.32499668	0.23718987	0.4378134
9031	proceeded	0.30119252	0.22160758	0.47719988
9032	ratemaximum	0.31323063	0.22126412	0.46550527
9033	onerous	0.31951308	0.23087946	0.44960746
9034	sur	0.3180167	0.2276709	0.45431235
9035	undertaker	0.31406653	0.22513235	0.46080112
9036	adoptable	0.31986755	0.22535901	0.45477343
9037	beside	0.3207774	0.22596705	0.4532556
9038	derelict	0.28839976	0.1959432	0.51565707
9039	phrase	0.32883227	0.22164208	0.44952565
9040	manholesewer	0.3305744	0.22280955	0.44661605
9041	items	0.3160078	0.23372295	0.4502692
9042	explaining	0.27805343	0.18746969	0.5344769
9043	engineer	0.28551355	0.18961847	0.5248681
9044	companysewerage	0.32039574	0.21650572	0.4630985
9045	lapse	0.31347883	0.22731322	0.45920792
9046	consultant	0.31839457	0.23157786	0.4500275
9047	downgraded	0.32477698	0.22933578	0.44588727
9048	recyclable	0.32284513	0.23819438	0.43896046
9049	sorted	0.32233015	0.2115848	0.4660851
9050	bins	0.32746074	0.233758	0.43878126
9051	bin	0.33008197	0.23005114	0.43986693
9052	idp	0.32857588	0.22675078	0.44467336
9053	authoritywaste	0.3232143	0.22938815	0.4473976
9054	sorting	0.32333046	0.22207247	0.45459712
9055	closest	0.33398044	0.22353286	0.4424867
9056	cupboard	0.33427784	0.21012834	0.45559385
9057	occupational	0.28962982	0.17593409	0.53443617
9058	refuse	0.3072872	0.22147502	0.47123775
9059	lids	0.33710247	0.22913545	0.43376207
9060	designer	0.3225069	0.21982913	0.45766398
9061	wheelchair	0.32462785	0.2368284	0.4385438
9062	undue	0.32649356	0.24434727	0.42915913
9063	confidently	0.32902172	0.23683189	0.43414634
9064	composting	0.32449895	0.24218893	0.43331206
9065	landlord	0.34144154	0.21104978	0.4475086
9066	elects	0.33717993	0.21183747	0.45098263
9067	apartments	0.3377512	0.21473594	0.44751287
9068	collects	0.34060323	0.2126079	0.44678885
9069	vacuum	0.3016966	0.17138	0.52692336
9070	containers	0.2812701	0.20362177	0.51510817
9071	stacked	0.3348226	0.2169064	0.4482711
9072	sloping	0.33370557	0.22709702	0.4391974
9073	shortest	0.33802134	0.20103881	0.46093988
9074	preferably	0.3359666	0.21270272	0.4513307
9075	gradient	0.31289804	0.21411845	0.47298348
9076	crossfall	0.33854553	0.21300793	0.4484465
9077	gradients	0.3309967	0.23089811	0.43810517
9078	landings	0.32964292	0.24218737	0.4281698
9079	swing	0.29037565	0.19463705	0.51498735
9080	walk	0.29928228	0.21042076	0.49029693
9081	flat	0.30393684	0.22289181	0.47317135
9082	stairs	0.33483502	0.22759417	0.4375708
9083	chutes	0.33959845	0.21373479	0.44666672
9084	curtilage	0.3418172	0.22517464	0.43300816
9085	width	0.31102937	0.22968717	0.45928344
9086	visually	0.30418143	0.19702311	0.4987955
9087	circle	0.29595032	0.18480055	0.51924914
9088	diameter	0.2984045	0.18745779	0.51413774
9089	ellipse	0.33192512	0.22927812	0.4387968
9090	upstands	0.32671195	0.22910513	0.44418293
9091	upstand	0.32920069	0.23004983	0.44074956
9092	chamfered	0.32723916	0.23144832	0.44131252
9093	balcony	0.3395104	0.22567497	0.43481466
9094	furniture	0.3013236	0.20868024	0.48999617
9095	twist	0.33469734	0.2221072	0.44319552
9096	latches	0.33385506	0.22148594	0.44465894
9097	staircase	0.33339837	0.22336768	0.44323403
9098	lengths	0.33344144	0.23097005	0.4355885
9099	tread	0.32535368	0.23256929	0.44207698
9100	nosing	0.33350888	0.22449975	0.44199136
9101	profiles	0.29134065	0.20058395	0.5080754
9102	tapered	0.33444053	0.22574736	0.43981218
9103	treads	0.33540726	0.22635269	0.43824002
9104	risers	0.33881593	0.22616312	0.43502095
9105	handrail	0.33571124	0.234453	0.42983568
9106	grippable	0.33611763	0.22370914	0.4401732
9107	pitch	0.33845818	0.22333756	0.43820426
9108	nosings	0.33812067	0.22646868	0.43541062
9109	instructions	0.27052408	0.1876914	0.54178447
9110	words	0.30990216	0.16578093	0.5243169
9111	sentences	0.30073524	0.16073906	0.53852576
9112	sans	0.3395689	0.20313229	0.45729876
9113	serif	0.33836967	0.2048712	0.45675924
9114	typeface	0.3403462	0.20213984	0.45751396
9115	symbols	0.34166875	0.20988761	0.44844362
9116	pictograms	0.33941573	0.20994772	0.45063654
9117	signboard	0.33818024	0.20380104	0.45801866
9118	signboards	0.33865872	0.20261534	0.45872587
9119	illumination	0.34029266	0.21700053	0.44270685
9120	blind	0.2913583	0.16310379	0.54553795
9121	ballasts	0.34054232	0.21617961	0.44327804
9122	flicker	0.31971648	0.23189634	0.44838715
9123	button	0.33813345	0.21699488	0.44487172
9124	switchespir	0.338737	0.21799703	0.44326597
9125	sockets	0.33365986	0.23225279	0.4340873
9126	reachable	0.33101666	0.22440514	0.4445782
9127	hoppers	0.29512885	0.2005425	0.50432867
9128	chute	0.33263534	0.21652278	0.45084187
9129	hood	0.33082458	0.21590339	0.45327196
9130	hinged	0.333547	0.21694939	0.44950357
9131	pivoted	0.33500218	0.21535656	0.44964126
9132	layout	0.30435836	0.2197488	0.4758929
9133	steeply	0.32679233	0.22423579	0.4489719
9134	commence	0.29555124	0.20081197	0.5036368
9135	minimize	0.32465684	0.22967742	0.44566566
9136	swmp	0.3284711	0.24253254	0.4289964
9137	diversion	0.3285622	0.23590483	0.43553293
9138	checklists	0.32639003	0.23585622	0.4377537
9139	includeswill	0.32965845	0.2215501	0.4487914
9140	kerb	0.33013618	0.21875946	0.45110437
9141	stones	0.32316655	0.2283474	0.448486
9142	slabs	0.32820132	0.21924882	0.45254984
9143	rubble	0.32889473	0.2195294	0.45157588
9144	situ	0.3273366	0.22033219	0.45233116
9145	softwood	0.32848	0.2219967	0.44952333
9146	hardwood	0.3288524	0.22208291	0.4490646
9147	chipboard	0.32841772	0.2214338	0.45014843
9148	fibreboard	0.3282763	0.22121707	0.45050663
9149	segregated	0.32146007	0.20670006	0.47183993
9150	contaminating	0.3205754	0.20387462	0.47555
9151	segregating	0.33058107	0.21173401	0.4576849
9152	segregation	0.3348553	0.20964108	0.45550364
9153	communalcommunity	0.32369485	0.2375258	0.43877935
9154	converts	0.32521725	0.21827593	0.4565068
9155	bacteria	0.29271218	0.16921975	0.5380681
9156	larvae	0.32629582	0.2160516	0.45765263
9157	lice	0.32850665	0.21668462	0.45480868
9158	beetles	0.32885346	0.21499974	0.45614684
9159	worms	0.3281341	0.21577315	0.45609277
9160	creatures	0.33228523	0.21429941	0.45341542
9161	greenkitchen	0.33160886	0.22681712	0.441574
9162	solutionscheme	0.3370408	0.22343336	0.43952578
9163	intakes	0.30841264	0.18143567	0.5101517
9164	caters	0.34179673	0.22981645	0.42838687
9165	widest	0.29116136	0.17301124	0.53582746
9166	segment	0.3299422	0.23102394	0.43903387
9167	troubleshooting	0.3339751	0.22663999	0.43938488
9168	composter	0.32999206	0.22816771	0.44184023
9169	kitchengarden	0.32666194	0.22779952	0.4455386
9170	greengarden	0.33052078	0.21491228	0.454567
9171	compostable	0.3295192	0.21618047	0.45430025
9172	identifiable	0.3306114	0.21673498	0.45265353
9173	gwp	0.32495898	0.23567438	0.43936667
9174	foamed	0.3260486	0.22672063	0.44723082
9175	acoustic	0.32416263	0.22869736	0.44713992
9176	pol	0.33107752	0.22422399	0.4446985
9177	unfoamed	0.33101356	0.2230099	0.4459766
9178	agent	0.32450882	0.21960768	0.4558836
9179	ith	0.32500413	0.21254635	0.46244955
9180	propellants	0.33590758	0.20784052	0.45625183
9181	inject	0.29601765	0.15629904	0.5476833
9182	montreal	0.32904008	0.22790153	0.44305834
9183	withheld	0.2967942	0.17099623	0.53220963
9184	defines	0.3191511	0.2161648	0.46468413
9185	burners	0.3300101	0.22210832	0.44788158
9186	mgkwh	0.32905495	0.23358774	0.43735728
9187	associate	0.32075268	0.22388901	0.45535836
9188	conversioncorrection	0.33001018	0.21397626	0.45601353
9189	mgm	0.3332752	0.22670773	0.44001713
9190	ppm	0.32891786	0.22678554	0.4442965
9191	lowering	0.326471	0.21856385	0.45496508
9192	mgmj	0.32652146	0.22020337	0.45327514
9193	kwh	0.32747832	0.22365296	0.44886875
9194	multiplying	0.33507425	0.21739091	0.44753486
9195	flue	0.33172166	0.22067209	0.44760627
9196	satisfies	0.3245989	0.2117265	0.4636746
9197	boxes	0.285929	0.18120435	0.53286666
9198	daylighting	0.32754394	0.23777792	0.43467817
9199	littlefair	0.33008423	0.22544372	0.44447204
9200	approximated	0.32817805	0.22642905	0.44539288
9201	gloomy	0.3278146	0.22362049	0.44856486
9202	obstructions	0.32740465	0.2316181	0.44097725
9203	infinite	0.33559752	0.22045927	0.44394326
9204	reasonableness	0.33065295	0.22666772	0.4426793
9205	performed	0.29209304	0.1591673	0.5487396
9206	orientations	0.3390277	0.20145346	0.45951888
9207	notional	0.32231298	0.2078778	0.46980917
9208	plotted	0.33377528	0.21190047	0.45432433
9209	developerdesign	0.3363592	0.21577808	0.4478628
9210	rectangular	0.33749405	0.2124377	0.45006827
9211	divide	0.30698302	0.16594261	0.5270744
9212	geometry	0.32772264	0.22300078	0.44927657
9213	advisable	0.3285607	0.2231739	0.44826543
9214	geometries	0.33754793	0.22370249	0.4387496
9215	transmittance	0.3329878	0.21971771	0.4472944
9216	plotting	0.3371436	0.20806915	0.4547872
9217	reasoning	0.30580866	0.17927314	0.51491815
9218	performing	0.29682705	0.15754648	0.5456264
9219	linings	0.3279603	0.21515207	0.4568876
9220	lensesmirrors	0.3266348	0.21637358	0.45699164
9221	neighbours	0.3200063	0.22771284	0.45228082
9222	constructions	0.32173917	0.23454627	0.44371453
9223	rdl	0.3273927	0.22223651	0.4503708
9224	copies	0.31806922	0.2034496	0.47848114
9225	anc	0.3295841	0.23493586	0.43548003
9226	rds	0.3363612	0.19948752	0.46415117
9227	achieves	0.2968347	0.21218196	0.4909833
9228	distinction	0.3249531	0.23571521	0.43933168
9229	acoustics	0.32786825	0.22264937	0.44948235
9230	separating	0.3077134	0.22590126	0.4663854
9231	fencing	0.31442603	0.21099395	0.47458002
9232	seal	0.33259222	0.21863607	0.44877172
9233	exterior	0.33603245	0.2190028	0.44496474
9234	sliding	0.33697993	0.21830663	0.44471353
9235	conservatory	0.33332008	0.21823348	0.4484464
9236	balconies	0.33354336	0.22121969	0.44523686
9237	slab	0.33662415	0.21058118	0.45279467
9238	complied	0.29027516	0.1823112	0.52741367
9239	habinteg	0.32795212	0.2297617	0.44228616
9240	helen	0.3115199	0.22181305	0.466667
9241	hamlyn	0.32811636	0.22982498	0.44205862
9242	developerdesigner	0.32740292	0.22515057	0.44744655
9243	marketed	0.33410487	0.19989957	0.46599558
9244	logo	0.30866113	0.17018484	0.521154
9245	grading	0.31630075	0.19544128	0.48825797
9246	shallower	0.33660266	0.21078904	0.45260832
9247	surroundings	0.29621992	0.16574343	0.53803664
9248	vocs	0.32537952	0.22971463	0.44490585
9249	furnishings	0.31549555	0.21170942	0.472795
9250	deleterious	0.32977328	0.22167239	0.4485543
